id,focus,signal,slack,drag,confidence,score,lane
l001,lease drift,35,33,6,25,137,watch
l002,replica lag,35,34,6,55,169,watch
l003,membership churn,35,35,6,85,201,ship
l004,quorum health,35,36,18,25,95,hold
l005,lease drift,35,37,18,55,127,watch
l006,replica lag,35,38,18,85,159,watch
l007,membership churn,35,39,34,25,37,hold
l008,quorum health,35,40,34,55,69,hold
l009,lease drift,35,41,34,85,101,watch
l010,replica lag,60,42,6,25,205,ship
l011,membership churn,60,43,6,55,237,ship
l012,quorum health,60,44,6,85,269,ship
l013,lease drift,60,45,18,25,163,watch
l014,replica lag,60,46,18,55,195,ship
l015,membership churn,60,47,18,85,227,ship
l016,quorum health,60,48,34,25,105,watch
l017,lease drift,60,32,34,55,103,watch
l018,replica lag,60,33,34,85,135,watch
l019,membership churn,85,34,6,25,239,ship
l020,quorum health,85,35,6,55,271,ship
l021,lease drift,85,36,6,85,303,ship
l022,replica lag,85,37,18,25,197,ship
l023,membership churn,85,38,18,55,229,ship
l024,quorum health,85,39,18,85,261,ship
l025,lease drift,85,40,34,25,139,watch
l026,replica lag,85,41,34,55,171,watch
l027,membership churn,85,42,34,85,203,ship
